,hospital_name,specialties,address,city_area
132,Dr. Ahmed Al -Ashry,"Children's eyes, retinal surgery and glass body, adult eyes, optical rehabilitation, lizards, vision and white water, eyes, oriental, Zagazig",Zagazig: National St. in front of the Peace Hospital,Eastern - Zagazig
133,Dr. Ahmed Al -Ayyashi,"Male diseases, male and sterility, Cairo, gathering",Assembly: North North Street,Cairo - Assembly
134,Dr. Ahmed Al -Ghazali,"Old tumor surgery, breast tumor surgery, women's tumor surgery, colon tumor surgery, liver tumor surgery, stomach tumor surgery, oncology surgery, western, Tanta",Tanta,Gharbia - Tanta
135,Dr. Ahmed Al -Ghaiti,"Adult brain and neurosurgery, children's neurosurgery, adult column surgery, spine surgery, children and neurosurgery, Cairo, Helwan",Helwan: Al -Taraa Street from the Corniche,Cairo - Helwan
136,Dr. Ahmed Al -Faruq Abdel Fattah Al -Sayegh,"An adult nose and laxity, nose, nose, children's larynx, hearing and balance, nose surgery, adult larynx, nose surgery, nose, children's throat, nose, ears, throat, Giza, Dokki",Dokki: Dokki Street,Giza - Dokki
137,Dr. Ahmed Al -Fiqi,"Facial plastic surgery, burn surgery, eye plastic surgery, hand plastic surgery, nose surgery, cosmetic and laser, obesity and slimming surgery, plastic surgery, Cairo, Maadi",Maadi: Street 77,Cairo - Maadi
138,Dr. Ahmed Al -Fakhani,"Dental beautification, radical and nerve filling and treatment",Dokki: Jamal Salem - in front of the hunting club,Giza - Dokki
139,Dr. Ahmed Al -Qadi,"Old bones, children's bones, bones, Cairo, Helwan",Helwan,Cairo - Helwan
140,Dr. Ahmed Al -Najjar,"An adult nose and throat, an adult surgery, an adult earnings, an adult throat, a nose, a nose and a children's lax",Tanta,Gharbia - Tanta
141,Dr. Ahmed Al -Hamshari,"Children's teeth, stuffing and treatment of roots and nerves, teeth cosmetic, dental implant, facial surgery and jaws, gum treatment, dental fixtures, teeth, Cairo, gathering",Gathering,Cairo - Assembly
142,Dr. Ahmed Al -Wasif,"Adult liver, digestive system and extractors of adults, digestive and endoscopic device, Cairo, Nasr City",Nasr City: Ahmed Al -Zumar St. - Extension of Zakir Hussein Street,Cairo - Nasr City
143,Dr. Ahmed Amiri,"Sugar and adult deaf glands, general interior, internal, Cairo, Nasr City",Nasr City: Mohamed Awad parallel Makram Obaid,Cairo - Nasr City
144,Dr. Ahmed Amiri,"General, internal, internal, Abbasid",Abbasid,Cairo - Abbasiya
145,Dr. Ahmed Amin,"Children's teeth, dental cosmetics, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Giza, 6 October",October 6: The Eighth District-Meghaj 4-Street 6,Giza - 6 October
146,Dr. Ahmed Pasha,"Old bones, adult orthopedic surgery, hand and shoulder bones, foot and ankle bones, joint change, peripheral neurosurgery, stadium injuries and endoscopes, adult rheumatism, bones, Alexandria, Rushdie",Rushdie: Syria Street,Alexandria - Rushdie
147,Dr. Ahmed Beheiri,"Gynecology and generation, women's tumors surgery, women and obstetrics, Giza, Dokki",Dokki: Al -Kawthar,Giza - Dokki
148,Dr. Ahmed Badr,"Children, newborns, children and newborns, Giza, engineers",Mohandessin: Damascus,Giza - Engineers
149,Dr. Ahmed Badran,"Adult blood vessels surgery, diabetes foot treatment, blood vessels surgery, Western, Tanta",Tanta,Gharbia - Tanta
150,Dr. Ahmed Alab,"Facial plastic surgery, burn surgery, eye plastic surgery, hand plastic surgery, nose surgery, children's distortions and birth defects, plastic surgery, plastic surgery, Giza, Sheikh Zayed",Sheikh Zayed: Arkan Plaza,Giza - Sheikh Zayed
151,Dr. Ahmed Tawfiq,"Old auditors, children's hearing, hearing and balanced disorder, hearing, Cairo, Gardens of the Dome",Dome Gardens: The intersection of the soldier's Canal Street with the dome canal,Cairo - Gardens of the Dome
152,Dr. Ahmed Tawfiq,"Old heart, adult blood vessels, heart and blood vessels, Dakahlia, Mansoura",Mansoura: Mubarak City.AL Madinah AL Munawwarah,Dakahlia - Mansoura
153,Dr. Ahmed Tawakkol,"Male diseases, urologist adult paths, urinary tract surgery, urinary tract surgery, urinary tract, urologist, Giza, engineers",Mohandessin: Damascus,Giza - Engineers
154,Dr. Ahmed Tony,"Old tumor surgery, breast tumor surgery, colon tumor surgery, oncology surgery, Cairo, gathering","Assembly: Mustafa Kamel, the first assembly",Cairo - Assembly
155,Dr. Ahmed Tayseer Hafez,"Adult kidneys, general internal, kids kidneys, internal, Cairo, Heliopolis",Heliopolis: Masaken Saqr Quraysh - Sheraton Residences,Cairo - Heliopolis
156,Dr. Ahmed Tharwat Ghanem,"Old eyes, children's eyes, lizards, vision and white water, network surgery and glass body, optical rehabilitation, eyes, Giza, 6 October",October 6: The central axis,Giza - 6 October
157,Dr. Ahmed Jadallah,"Old bones, ankle and ankle bones, joint change, stadium injuries and endoscopy, bones, Cairo, Nasr City",Nasr City: Anwar Al -Mufti is branched from Abbas Al -Akkad,Cairo - Nasr City
158,Dr. Ahmed Jadallah,"Old bones, ankle and ankle bones, joint change, stadium injuries and endoscopy, bones, Cairo, Nasr City",Nasr City: Anwar Al -Mufti is branched from Abbas Al -Akkad,Cairo - Nasr City
159,Dr. Ahmed Gawish,"Adult blood vessels surgery, diabetes foot treatment, blood vessels surgery, Alexandria, Saba Pasha",Saba Pasha: Abdel Salam Aref Street,Alexandria - Saba Pasha
160,Dr. Ahmed Joudeh,"Children, newborn, sensitivity and immunity of children, slimming and feeding children, children and newborns, Cairo, gathering","Assembly: Corner Mall, Al -Rehab Gate",Cairo - Assembly
161,Dr. Ahmed Jawdah,"Diseases of women and obstetrics, women's tumors surgery, birth, microscopic injection and sterility, women and generation, Alexandria, Amiriya",Al -Amiriya: New Burj Al Arab,Alexandria - Amiriya
162,Dr. Ahmed Jawdah,"Diseases of women and obstetrics, women's tumors surgery, birth, microscopic injection and sterility, women and generation, Alexandria, Amiriya",Al -Amiriya: Alexandria Street,Alexandria - Amiriya
163,Dr. Ahmed Hazem Abdel -Azim,"Old bones, children's bones, adult orthopedic surgery, pediatric orthopedic surgery, joint change, bones, Giza, Dokki",Dokki: Tahrir Street,Giza - Dokki
164,Dr. Ahmed Hamed,"Adult a spine surgery, children's neurosurgery, adult neurosurgery, pillar surgery children, neurosurgery, Qaliubiya, Benha Center","Benha Center: Al -Mansheya, the new court complex",Qaliubiya - Benha Center
165,Dr. Ahmed Habashi,"Children's teeth, dental cosmetic, radical and nerve filling and treatment, gum treatment, facial and jaws, dental orthodontics, dental fixtures, elderly teeth, dental rays, dental implant, adult teeth, teeth, Cairo, gathering",Assembly: The ninety Street,Cairo - Assembly
166,Dr. Ahmed Hijab,"Treatment of pain adults, pain treatment, Cairo, Al -Rehab",Wimp,Cairo - Al -Rehab
167,Dr. Ahmed Harfoush,"Old heart, heart and blood vessels, Giza, 6 October",October 6: 6 October_ District 7 _ Mejoura 1_ Amara 17 b apartment 6_ in front of the Jordanian complex,Giza - 6 October
168,Dr. Ahmed Hossam Jamal Al -Din,"General internal, internal, Cairo, Helwan",Helwan,Cairo - Helwan
169,Dr. Ahmed Hassan,"Sugar and deaf glands, adults, adult liver, adult kidneys, general internal, adult heart, sensitivity and adult immunity, adult rheumatism, chest and adult respiratory system, internal, Alexandria, Zizinia",Zizinia: Riyadh St.,Alexandria - Zizinia
170,Dr. Ahmed Hussein Saad,"Diseases of women and obstetrics, microscopic injection and sterility, women and generation, Giza, engineers",Mohandessin: Al -Batal Ahmed Abdel Aziz Street,Giza - Engineers
171,Dr. Ahmed Hussein Abdel Wahab Nileclinic,"Dental cosmetic, dental implants, dental installations, radical filling and treatment of nerves, adult teeth, teeth, Dakahlia, Mansoura","Mansoura: Talkha, the first club Street, next to the Foreign Office",Dakahlia - Mansoura
172,Dr. Ahmed Hussein Aqel,"Adult sensitivity and immunity, autoimmune diseases, children's sensitivity and immunity, respiratory sensitivity, chest and adult respiratory system, breast and respiratory system, breasts and a respiratory system, Giza, pyramid",Al -Haram: Al -Labini Street - Tayebi Towers,Giza - the pyramid
173,Dr. Ahmed Hakim,"Adult's skin, children's skin, cosmetic and laser, genital diseases, male diseases, leather, Cairo, Helwan",Helwan,Cairo - Helwan
174,Dr. Ahmed Hakim,"Adult's skin, children's skin, cosmetic and laser, genital diseases, male diseases, leather, Cairo, Helwan",Helwan,Cairo - Helwan
175,Dr. Ahmed Hammam,"Sugar, adult deaf glands, sugar and endocrine glands, general interior, sugar and endocrine, Cairo, Mokattam",Mokattam: Street 9,Cairo - Mokattam
176,Dr. Ahmed Hamdi,"I am adults, addiction treatment, family consultations, psychological, Dakahlia, Mansoura","Mansoura: Al -Mahatta Square, next to Sidi Saad Post",Dakahlia - Mansoura
177,Dr. Ahmed Hamdi Shukry,"Old heart, heart and blood vessels, Alexandria, Al -Ajami",Al -Ajmi: Alexandria Matrouh Road - Abu Youssef - in front of the Cafera Al -Tamawi,Alexandria - Al -Ajmi
178,Dr. Ahmed Hamdi Azzam,"Old bones, adult orthopedic surgery, bone distortions, joint change, stadium injuries and endoscopes, bones, Cairo, Manial",Al Manial: Manial Street,Cairo - Manial
179,Dr. Ahmed Hamza,"Urinary urinary tracts, urinary tract surgery, male diseases, urinary tract surgery, urinary tract, urologist, Cairo, gathering","Assembly: 164 northern ninety Street, behind the Specialized Air Hospital
Will Care Medical Complex, Futsner Clinics",Cairo - Assembly
180,Dr. Ahmed Khairy,"Digestive device and adults, adult liver, digestive device and children's endoscopes, general interior, digestive and endoscopy, Giza, 6 October",October 6: The Central Axis,Giza - 6 October
181,Dr. Ahmed Khairi,"General surgery, children, children's distortions and birth defects, pediatric surgery, Alexandria, Muharram Beck",Muharram Beck: Al -Nuzha Airport Road,Alexandria - Muharram Beck
182,Dr. Ahmed Khairi,"Adult liver, digestive system and extractors of adults, digestive and endoscopic device, Cairo, Nasr City",Nasr City: Youssef Abbas,Cairo - Nasr City
183,Dr. Ahmed Dergham,"Old spine surgery, adult bones, children's bones, adult rheumatism, children's rheumatism, child spine surgery, bones, Cairo, Obour City",Obour City: Sixth District Services,Cairo - Obour City
184,Dr. Ahmed Desouki,"Children, sensitivity and immunity of children, breastfeeding, children and newborns, Cairo, gathering",Assembly: Ageko 52,Cairo - Assembly
185,Dr. Ahmed Desouki,"Children, sensitivity and immunity of children, breastfeeding, children and newborns, Cairo, gathering",Assembly: Ageko 52,Cairo - Assembly
186,Dr. Ahmed Donia,"Old eyes, lizards and correction of vision and white water, eyes, Alexandria, Sporting","Sporting: Al -Hurra Sporting Road, Abu Qir Street",Alexandria - Sporting
187,Dr. Ahmed Donia,"Lizik and correction of eyesight and white water, adult eyes, eyes, Alexandria, swords",Swords: Mustafa Kamel Street,Alexandria - swords
188,Dr. Ahmed Dahshan,"An adult nose and throat, nose surgery, ears and adult larynx, nose, nose and children's lax",Dokki: Tahrir Street,Giza - Dokki
189,Dr. Ahmed Diab,"Gynecology and generation diseases, women's tumors surgery, microscopic injection and sterility, women and generation, Giza, the pyramid",Al-Haram: The first of the main Haram St.-Nasr al-Din,Giza - the pyramid
190,Dr. Ahmed Ragab former,"Olding general surgery, breast tumor surgery, belly surgery, endocrine surgery, gastrointestinal surgery and adult perspectives, adult tumors surgery, colon tumor surgery, obesity and slimming surgery, stomach tumors surgery, injuries and accidents, general surgery, Cairo, gathering",Assembly: CMC nineteenth Street,Cairo - Assembly
191,Dr. Ahmed Rizk Bashnak,"Dental beautification, dental implant, teeth, Cairo, Al -Rehab",Al -Rehab: Medical Center 3 - Second Round - Clinic No. 202,Cairo - Al -Rehab
192,Dr. Ahmed Rushdie,"Adult brain and nerves, brain and nerves, Cairo, Suez Bridge",Suez Bridge,Cairo - Suez Bridge
193,Dr. Ahmed Rashwan,"Microscopic injection and sterility, diseases of women and obstetrics, women and obstetrics, Cairo, Maadi","Maadi: Tower 17, Othman Towers, Maadi - in front of the wall of Maadi Hospital for the Armed Forces - Second Role, Apartment 22",Cairo - Maadi
194,Dr. Ahmed Reda,"Male diseases, urinary tract surgery, urinary tract, urinary tract, urinary tract surgery, urinary tract, Assiut, Assiut Center",Assiut Center: Al -Mahatta Square,Assiut - Assiut Center
195,Dr. Ahmed Radwan,"Hearing and balanced disorder, nose, ears and adults, nose, ear and throat, Cairo, Zamalek","Zamalek: Taha Hussein, Zamalek",Cairo - Zamalek
196,Dr. Ahmed Refaat,"Children, newborns, children and newborns, Giza, engineers",Engineers,Giza - Engineers
197,Dr. Ahmed Refaat,"Diseases of women and obstetrics, microscopic injection and infertility, birth, women and obstetrics, Cairo, Obour City",Obour City: 52 Street,Cairo - Obour City
198,Dr. Ahmed Ramah,"Women and generation diseases, microscopic injection and infertility, women's tumors surgery, women and obstetrics, Cairo, gathering",Assembly: Medical Park - behind the Air Hospital - Hide No. 319,Cairo - Assembly
199,Dr. Ahmed Ramzi,"Old bones, adult orthopedic surgery, bone distortions, hand and shoulder bones, joint change, bone calendar, stadium injuries and endoscopy, foot and ankle bones, bones, Giza, Faisal",Faisal: Al -Nadi Street,Giza - Faisal
200,Dr. Ahmed Zaina,"Facial plastic surgery, obesity and slimming surgery, plastic surgery, burn surgery, eye plastic surgery, hand plastic surgery, nose surgery, children's distortions and birth defects, plastic surgery, Dakahlia, Mansoura",Mansoura: Al -Habi Land Square,Dakahlia - Mansoura
201,Dr. Ahmed Salem Metwally,"Urinary tract surgery, urinary tract, urology, urinary tract, urologist, Cairo, Nasr City",Nasr City: Youssef Abbas,Cairo - Nasr City
202,Dr. Ahmed Sami,"Diseases of women and obstetrics, microscopic injection and sterility, women and obstetrics, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
203,Dr. Ahmed Sami,"Old bones, children's bones, adult orthopedic surgery, pediatric orthopedic surgery, bone distortions, hand and shoulder bones, foot and ankle bones, joint change, peripheral neurosurgery, orthopedic orthoped","Ismailia City: Ishrini
Cortoba Tower",Ismailia - Ismailia
204,Dr. Ahmed Sami Al -Fayyad,"General, internal, internal, Cairo, Heliopolis",Heliopolis,Cairo - Heliopolis
205,Dr. Ahmed Sami Fayyad,"Sugar and deaf glands, adult kidneys, sugar and endocrine glands, Cairo, Nasr City",Nasr City: Al -Nuzha Street,Cairo - Nasr City
206,Dr. Ahmed Sirajuddin Habib,"Facial plastic surgery, burn surgery, eye plastic surgery, hand plastic surgery, nose surgery, children's distortions and birth defects, plastic surgery, Alexandria, Rushdie",Rushdie: Syria Street,Alexandria - Rushdie
207,Dr. Ahmed Saad,An adult's nose and lax,Abbasid: Danish,Cairo - Abbasiya
208,Dr. Ahmed Saad,"Spirt surgery, Eastern, Zagazig","Zagazig: Derb Najm Al -Nasr Street, the highest pharmacy",Eastern - Zagazig
209,Dr. Ahmed Saad Al -Sayyad,"Adult teeth, children's teeth, elderly teeth, dental orthodontics, radical and nerve treatment, dental cosmetic, dental transplantation, gum treatment, dental fixtures, teeth, teeth, Alexandria, sand station",Sand station,Alexandria - Raml Station
210,Dr. Ahmed ship,"Women's tumor surgery, adult tumors surgery, breast tumor surgery, colon tumor surgery, stomach tumor surgery, oncology surgery, Cairo, Manial",Al Manial: Manial Street,Cairo - Manial
211,Dr. Ahmed ship,"Obesity and slimming surgery, breast tumor surgery, colon tumor surgery, liver tumor surgery, lung tumors surgery, prostate tumor surgery, stomach tumors surgery, general general surgery, general surgery, Giza, pyramid",Pyramid: the pyramid,Giza - the pyramid
212,Dr. Ahmed Salam,"Children's column surgery, children's nerves and nerves, brain and nerve surgery, Cairo, Nasr City",Nasr City: Al -Nuzha Street,Cairo - Nasr City
