,Hospital Name,Details Link,Address,City/Area,Description,Contact Info,Photos,Telephone,Email,Street Address,hospital_info,locationAfterConvert
51,Medical Center Crystal Asfour,https://healtheg.com/ar/Item/41935/المركز-الطبي-كريستال-عصفور,"The end of the Ahmed Orabi Bridge - next to the Crystal Mosque, the sparrow of the Al -Tawakiya canal, Bejam, the first section of Shubra al -Khaimah, Qaliubiya",Cairo-Shubra Al-Khaimah,N/a,,https://healtheg.com//content/images/healtheg_300.png,01144441323 – 01006005720 (002),,"The end of the Ahmed Orabi Bridge - next to the Crystal Mosque, the sparrow of the Al -Tawakiya canal, Bejam, the first section of Shubra al -Khaimah, Qaliubiya",عن المؤسسةتم انشاء مركز كريستال عصفور الطبى (اسرتنا) عام 2007 بتكلفه بلغت نحو عشرون مليون جنيه ويحتوى على عيادات خارجيه بها جميع التخصصات.تم استقبال نحو (1.700.000) مريض سواء كشف واستشاره حتى تاريخه ، بالاضافه الى قسم المعمل والذى استقبل نحو(793306) مريض، وكذلك قسم الاشعه والذى تمت من خلاله عمل نحو (169433) أشعه.يضم مركز كريستال عصفور الطبى العديد من العيادات الخارجية فى التخصصات المختلفة تحت إشراف نخبة متميزة من أساتذة كليات الطب والاستشاريين والأخصائيين وذلك لتقديم أفضل الخدمات الطبية للمرضى.يضم مركز كريستال عصفور الطبى هيئة تمريض على مستوى عالي من التدريب والكفاءة.تم تجهيز العيادات الخارجية بمجموعة من الأجهزة الحديثة ذات التقنية العالية فى مجال التشخيص والعلاج مما يتيح للمركز تقديم الخدمات الطبية للمرضى على أعلى مستوى.يقوم المركز بتقديم الخدمات الطبية الأولية للمرضى وفقا لأفضل المعايير الطبية مع اقتفاء التعاليم الربانية فى المعاملة والأخلاق مع المرضى والعاملين.الكلمات الدلالية مركز كريستال عصفور الطبىرقم هاتف مركز كريستال عصفور الطبىعنوان مركز كريستال عصفور الطبىحجز موعد في مركز كريستال عصفور الطبىرقم استقبال مركز كريستال عصفور الطبىافضل دكتور في مركز كريستال عصفور الطبىتخصصات مركز كريستال عصفور الطبىسعر الكشف في مركز كريستال عصفور الطبىمستشفى كريستال عصفور مخ واعصابمستشفى كريستال عصفور أسناندكتور تخاطب كريستال عصفور,Location not found
52,The medical center of the Sugar and Integrated Industries Company,https://healtheg.com/ar/Item/3288/المركز-الطبى-لشركة-السكر-والصناعات-التكاملية,"St. Nile St., in front of the term city council, Al -Hawamdiya, Giza",Giza-Ghamdiya,N/a,,https://healtheg.com//content/images/healtheg_300.png,0238115841 - 0238112962 - 0238112963 - 0238115842,,"St. Nile St., in front of the term city council, Al -Hawamdiya, Giza",,Location not found
53,Medical Center for Dental,https://healtheg.com/ar/Item/1603/المركز-الطبى-للاسنان,"90 d St. Ahmed Orabi - floor 11 apartment 9, next to Omar Effendi, Mohandessin, Giza",Giza-Engineers,N/a,,https://healtheg.com//content/images/healtheg_300.png,0233033081 - 0233047595,,"90 d St. Ahmed Orabi - floor 11 apartment 9, next to Omar Effendi, Mohandessin, Giza",,Location not found
54,Medical Center for Dermatology,https://healtheg.com/ar/Item/1606/المركز-الطبى-للامراض-الجلدية,"21 Al -Batal Ahmed Abdel Aziz St., Mohandessin, Giza",Giza-Engineers,N/a,,https://healtheg.com//content/images/healtheg_300.png,0233452254,,"21 Al -Batal Ahmed Abdel Aziz St., Mohandessin, Giza",,Location not found
55,Medical Center for Petroleum Sector Workers,https://healtheg.com/ar/Item/809/المركز-الطبي-للعاملين-بقطاع-البترول,"Petroleum Hospital St., branch from Makram Obaid, behind the Imam Mosque, Nasr City, Cairo",Cairo-Nasr Country,N/a,,https://healtheg.com//content/images/healtheg_300.png,+20222715643,,"Petroleum Hospital St., branch from Makram Obaid, behind the Imam Mosque, Nasr City, Cairo","عن المؤسسةالمركز الطبي للعاملين بقطاع البترول تقدم جميع الخدمات الطبية للعاملين بقطاع البترول واسرهم والعاملين المحالين للتقاعد.يحتوي المركز الطبي للعاملين بقطاع البترول على أغلب التخصصات الطبية وهي ""القلب - المخ والأعصاب - الجهاز الهضمي والمناظير - طب وجراحة الكلى - العظام - علاج المفاصل والغضاريف - عيادة الكسور - الباطنية - المسالك البولية - الجراحة العامة - علاج طبيعي للرجال والنساء - مكافحة التدخين - الروماتيزم""قسم الطوارئ في المركز الطبي للعاملين بقطاع البترول مسؤول 24ساعة عن استقبال الحالات الحرجه.وذلك تحت تحت إشراف نخبه من أمهر الأطباء في جميع التخصصات وطاقم التمريض مدرب علي أعلي مستوي .بالإضافة وجود وحدة عناية متكاملة ومركزه علي أعلي مستوي ومجهزة بأحدث التقنيات.الكلمات الدلالية المركز الطبي للعاملين بقطاع البترولرقم هاتف المركز الطبي للعاملين بقطاع البترولعنوان المركز الطبي للعاملين بقطاع البترولحجز موعد في المركز الطبي للعاملين بقطاع البترولرقم استقبال المركز الطبي للعاملين بقطاع البترولمواعيد المركز الطبي للعاملين بقطاع البترولأطباء المركز الطبي للعاملين بقطاع البترولتخصصات المركز الطبي للعاملين بقطاع البترول",Location not found
56,Women's Medical Center,https://healtheg.com/ar/Item/331/المركز-الطبى-للمرأة,"18 a u 77 c, next to a pharmacy Bassem, Maadi, Cairo",Cairo-Maadi,N/a,,https://healtheg.com//content/images/healtheg_300.png,1720 - 0223803789,,"18 a u 77 c, next to a pharmacy Bassem, Maadi, Cairo",,Location not found
57,The first Egyptian Center for Dentistry,https://healtheg.com/ar/Item/288/المركز-المصرى-الاول-لطب-الاسنان,"16 Sharif St., next to the National Bank of Egypt, downtown, Cairo",Cairo-Central Country,N/a,,https://healtheg.com//content/images/healtheg_300.png,0223910508,,"16 Sharif St., next to the National Bank of Egypt, downtown, Cairo",,Location not found
58,The Egyptian British Center,https://healtheg.com/ar/Item/88/المركز-المصرى-البريطانى,"36 Suez Bridge St., Saray Al -Qobba, Cairo",Cairo-Saray Al-Quba,N/a,,https://healtheg.com//content/images/healtheg_300.png,01000602068,,"36 Suez Bridge St., Saray Al -Qobba, Cairo",,Location not found
59,The Egyptian British Center for Urology - IAU,https://healtheg.com/ar/Item/3350/المركز-المصرى-البريطانى-للمسالك-البولية---اى-ايه-يو,"40 Al -Falah St., Lebanon Square, Mohandessin, Giza",Giza-Engineers,N/a,,https://healtheg.com//content/images/healtheg_300.png,0233049451 - 01111146107,,"40 Al -Falah St., Lebanon Square, Mohandessin, Giza",,Location not found
60,The Egyptian International Specialized Center - ATC,https://healtheg.com/ar/Item/112/المركز-المصرى-الدولى-التخصصى---ايه-تى-سى,"25 Caliph Al -Mamoun St. - floor 3, above the National Bank of Egypt, Heliopolis, Cairo",Cairo-Heliopolis,N/a,,https://healtheg.com//content/images/healtheg_300.png,0226900679 - 0222913929,,"25 Caliph Al -Mamoun St. - floor 3, above the National Bank of Egypt, Heliopolis, Cairo",,Location not found
61,The Egyptian International Center for Fertility and Pipe Children,https://healtheg.com/ar/Item/1240/المركز-المصرى-الدولى-للخصوبة-واطفال-الانابيب,"40 Abdul Rahim Pasha Sabry, Viny Square, Dokki, Giza",Giza-Al-Diqi,N/a,,https://healtheg.com//content/images/healtheg_300.png,19483 - 0233356333,,"40 Abdul Rahim Pasha Sabry, Viny Square, Dokki, Giza",عن المؤسسةيعتبر المركز المصرى الدولى للخصوبة واطفال الانابيب هو أحد أفضل المراكز المتخصصة في علاج العقم وضعف القدرة الإنجابية في مصر والوطن العربي، بطاقمه الطبي الخبير الذي يضم مجموعة من أفضل الأطباء المتخصصين في مجال الخصوبة وعلاج تأخر الإنجاب باستخدام تقنيات الإخصاب المساعد (assisted reproduction) المختلفة (( التلقيح الصناعي، وأطفال الأنابيب، والحقن المجهري ))أضاف المركز المصرى الدولى للخصوبة واطفال الانابيب كثيرًا لمجال مساعدة الإخصاب في المجتمع الطبي في مصر والعالم، من أهمها توقع استجابة المبيض وكيفية التعامل الأمثل معه إثبات التأثير السلبي لارتفاع نسبة هرمون البروجستيرون على نتائج الحقن المجهري.الكلمات الدلالية المركز المصرى الدولى للخصوبة واطفال الانابيبرقم هاتف المركز المصرى الدولى للخصوبة واطفال الانابيبعنوان المركز المصرى الدولى للخصوبة واطفال الانابيبحجز موعد في المركز المصرى الدولى للخصوبة واطفال الانابيبرقم استقبال المركز المصرى الدولى للخصوبة واطفال الانابيبافضل دكتور في المركز المصرى الدولى للخصوبة واطفال الانابيب,Location not found
62,Model Center for Physiotherapy,https://healtheg.com/ar/Item/1645/المركز-النموذجى-للعلاج-الطبيعى,"Othman Muharram St., Al -Haram, Giza",Giza-the pyramid,N/a,,https://healtheg.com//content/images/healtheg_300.png,0237773737 - 0237773535,,"Othman Muharram St., Al -Haram, Giza",,Location not found
63,"The Islamic Hospital, dear to God, with olives",https://healtheg.com/ar/Item/53549/المستشفى-الإسلامي-العزيز-بالله-بالزيتون,"20 Al -Aziz Ballah St., Eastern Olives, Olives - Cairo",Cairo-olives,N/a,,https://healtheg.com//content/images/healtheg_300.png,02 24544011,,"20 Al -Aziz Ballah St., Eastern Olives, Olives - Cairo",عن المؤسسةالمستشفى الإسلامي العزيز بالله بالزيتون هي احدي المستشفيات الواعدة في المجتمع الطبي المصري بموقعها المتميز بالإضافة الى التجهيزات عالية المستوي كما انة يوجد لديها نخبة من امهر الاطباء و اساتذة جامعات واستشاريين وفريق طبي واداري مدرب علي اعلي مستوي من الكفاءة والخبرة والمهنية في كافة التخصصات الطبية والإكلينيكةتحتوي المستشفى الإسلامي العزيز بالله بالزيتون على عيادات خارجية في جميع التخصصات:قسم طوارئ ٢٤ ساعة( قلب-باطنة-عظام-نساء-حوادث)رعاية مركزة مجهزة بأعلى وسائل الأمان الطبي والتقنياتالحديثةتسعى المستشفى الإسلامي العزيز بالله بالزيتون الي تقديم خدمة طبية متكاملة ورعاية صحية من خلال الالتزام بأفضل معايير الجودة العالمية ومن خلال تخصصاتها الفريدة.الكلمات الدلالية المستشفى الإسلامي العزيز بالله بالزيتونرقم هاتف المستشفى الإسلامي العزيز بالله بالزيتونعنوان المستشفى الإسلامي العزيز بالله بالزيتونحجز موعد في المستشفى الإسلامي العزيز بالله بالزيتونرقم استقبال المستشفى الإسلامي العزيز بالله بالزيتونمواعيد المستشفى الإسلامي العزيز بالله بالزيتونأطباء المستشفى الإسلامي العزيز بالله بالزيتونتخصصات المستشفى الإسلامي العزيز بالله بالزيتون,Location not found
